DR_1,|DR|_1,|DR|_3,EMAi0.01_3,EMAi0.1_3,EMAd0.1_3,EMAd0.01_4,DR_5,|DR|_5,EMAi0.01_5,EMAd0.01_5,EMAd0.01_6,EMAd0.1_6,EMAi0.001_7,EMAd0.1_8,EMAi0.01_13,EMAd0.01_15,EMAd0.1_16
-0.7984279061274208,-0.49782352100437355,-1.1962129516374647,-0.720274143704267,-0.12283917881910567,0.7417819721238236,0.6326526859307375,-1.914748950251852,-1.2831854226738324,-0.6551920185250211,0.5003455456001114,1.052805790894364,0.10826022014671559,-1.3848933990692567,0.5300928802963466,-0.9160434627400751,1.4622330168944944,0.5894296796902411
-0.9191271513172773,-0.8327496747403843,-1.216342163750677,-0.7936386568679269,-0.13447211782773114,0.6885221769850582,0.6321064858268528,-2.0863360504290243,-1.5090698395909792,-1.0446500919322057,0.5142766026345292,1.087141093816632,0.09731271596374133,-1.4973975694172148,0.5017899293533966,-1.3421635872594648,1.4776422109661802,0.5414120362758843
-0.29254996240209186,0.6842927014943592,-0.18853656967515814,-0.3660845460090291,-0.07337402382557966,0.0712766562192897,0.2995885187140309,-0.4426032517365281,0.5831055811722794,-0.07314668872775364,0.07498278849071607,0.36114913149692596,-0.09543250002074176,-0.573540781306975,0.016668089473883943,-0.3292732041064487,0.5992001655099137,-0.09164527441344
-0.8894592407729065,-0.7907456382119987,-0.6712786887746218,-0.5584680191646924,-0.10328987768717679,0.5085701313953356,0.4454310220582508,-1.5204947542872418,-0.8596126101929524,-0.8580286915711656,0.3859893192714058,0.8739129401712775,0.07508756440269969,-1.1314214069654893,0.42042995512545117,-1.1681981232257073,1.1549869740748187,0.46227560635742043
-0.35526792087296133,0.3535294789462452,-0.5516860598021137,-0.5324560167358517,-0.1000059195110219,0.4545407068286063,0.42362106077685385,-0.8677274647847304,-0.0013313109741237494,-0.3266917700537744,0.21153542669646305,0.5637790507727752,-0.009759015904664466,-0.9803341887155532,0.38526527989039605,-0.6072652815181392,0.927577534341141,0.3744480895037402
-0.8572857017268435,-0.7419423429752466,-0.42370223185237116,-0.3909862001177999,-0.07035943243498773,0.4253403189060065,0.38040215053797516,-1.2218471301735512,-0.4998664471558543,-0.7182613765044104,0.2683264585805781,0.6849548799051218,-0.0682802649163421,-0.9183573907720737,0.35803721572327507,-1.0706236131012945,1.0230215287974236,0.4221627117996941
-0.6197118472628818,-0.29246463486402047,-1.0594534177808435,-0.6507394419962799,-0.11099752279307631,0.5231692287684844,0.5582523107774399,-1.4754460397066298,-0.7699624909759792,-0.585075502611096,0.3752737979606894,0.8679342542975503,0.10482706216510006,-1.2809661424343906,0.49687896133945697,-0.8539979000124764,1.276424095191953,0.5265166005597169
-0.8797396017287694,-0.7713455705402463,-0.9044306489086587,-0.7725809824260776,-0.1349085716120477,0.5912629665988368,0.5901737739147027,-1.608667887537498,-0.9181329608481201,-1.0550393452136613,0.345504591932336,0.9956035710590706,0.06283516648072526,-1.4495804124926184,0.5150514887306717,-1.314596072904452,1.4140446224230336,0.5671057881239431
-0.4721216255992809,-0.09796439771216228,-1.014442471021163,-0.5235916412733341,-0.09293066162301163,0.44253078567076937,0.4815911413516191,-1.1357070201959865,-0.5040496487816795,-0.43716999993906647,0.3054401845659007,0.7011718944963159,0.01240507572765259,-1.0713542133848317,0.41899605609482893,-0.7276698126471859,1.0857836376045154,0.39100535818794047
-0.7768660063142101,-0.6372486870098717,-0.05938972433284143,-0.4291208877672339,-0.07781910936304169,-0.09062730294446228,0.22690292151137123,0.3824901363680666,1.0904694893307552,-0.4581102305991728,-0.23429673721412875,-0.29059065019315855,-0.12567560417538948,-0.6908179136431829,0.1895021932348113,-0.8166236843129384,0.969127365043275,0.3679656266303301
