DR_1,|DR|_1,|DR|_3,EMAi0.01_3,EMAi0.1_3,EMAd0.1_3,EMAd0.01_4,DR_5,|DR|_5,EMAi0.01_5,EMAd0.01_5,EMAd0.01_6,EMAd0.1_6,EMAi0.001_7,EMAd0.1_8,EMAi0.01_13,EMAd0.01_15,EMAd0.1_16
-0.8527240551135462,-0.6156120053535163,-1.169616341409059,-0.7438253475600918,-0.1417361503423686,0.699949678244086,0.5451431407202065,-1.2635857667015078,-1.1418460095234446,-1.0858070507123356,0.4544898676483833,0.9087918980447247,0.214769273178267,-1.3144800518200592,0.5015345107135957,-1.304967337311082,1.3422616453835081,0.5961434590260497
-0.7986423648447833,-0.45227193177875413,-1.0094288974055965,-0.4622189657322628,-0.09250878112426263,0.4301188114332151,0.2969997654625773,-0.7135027108649301,-0.8285068424504648,-0.775272464684931,0.28531899263743077,0.5248044576944912,0.14957294834178675,-0.7532791213621111,0.3621255622846458,-0.8783755472328548,1.0207917784313139,0.4750474380155655
-0.845587426663312,-0.6204748426566766,0.9180498937076256,1.71544699846414,0.23889453577183223,-1.0233289512248964,-0.8521281565618988,-0.3309210398483867,-0.2093019398962383,0.3344664345528829,0.13013298968668108,0.16008184055840566,0.09572703488523553,2.1618474149103974,-0.4830395593974498,0.9456965276642787,-1.2412253785506908,-0.3909083621371573
-0.8459542005787104,-0.5669258319410818,-1.0060497947944733,0.9442893682196914,0.1345129832705246,-14.842065684763057,-0.8614618929939288,-0.9496732692677012,-0.7547565601251697,0.6831077169708418,-0.5579044256011771,-0.589808160774468,-2.3045729921711824,0.6156152259283806,-13.863611911217626,2.444482971554294,-4.427297886908611,-13.968709144485876
-0.8744002667540648,-0.8054847353241734,-0.7768520093809346,-0.706728121496923,-0.14447401604957472,0.7904948741528913,0.5249502772564681,-0.6223686895828017,0.48453562804644257,-1.051221197355074,0.269760822470455,0.40563468496021254,0.12993483860717717,-1.2943007611349309,0.5594294740680983,-1.3114129639628993,1.2760338519696346,0.6316180879237175
0.2132165710549988,0.6096330795058467,0.07752766417985789,-0.4422554257216745,-0.10394091782129972,0.6489685055562426,0.383994537291217,0.16895673360394475,0.9707548143858227,0.37497467298824955,-0.006421758912233998,0.14977061955698165,0.14476180137195643,-0.8527488545002991,0.4314929362109715,0.25727347097272,0.6635244774812554,0.45767905350205673
0.9065946616856005,-0.14098298303041576,-0.38664015337588864,-0.08487002508269445,-0.028295516717167377,-0.9009522576472818,-0.09740421718918348,0.5980266475144436,-0.5187452092687577,0.5065308422103947,-0.13341994378188052,-0.09832358395320269,-0.24040422902270087,0.181892258542546,-0.49464874507422807,0.6751956256924438,-0.6683052685630372,-0.8544726287192714
0.16117273525561807,2.25767958430712,0.16228295235552706,0.4734848604946347,0.05002135327136789,-0.28974428806028213,-0.21258039656487557,1.6525022009638604,0.6771189081599618,1.715331222848062,-0.4281296667867811,-0.7779492200246052,-0.12186802626917165,1.1523767296523924,-0.2817369914083254,1.9473266347774143,-0.914037439566051,-0.37991522824697516
-0.16756214433604272,0.2719267491812803,-0.17211968544305156,-0.09987969170130476,-0.04966710104999274,-0.0034643358018403444,0.02338273475432432,0.3166894074019543,-0.10256182551199795,0.3861825785135887,-0.05917349827272309,0.020104357932888166,0.029989120626704512,0.28254116713018246,0.013343418845655465,0.267973098578185,-0.15009302619851572,-0.08856951525982178
-0.8809139289047476,-0.7912483494189723,-0.04614154018229952,-0.44513990684711796,-0.10709943013351114,0.6537679648489002,0.37313678862450855,-1.1445952190037485,-0.3530915543364061,-0.6749244863314517,0.3761682529317431,0.6492581617210313,0.21232908434497,-0.8177527274867616,0.4744236209224777,-0.8650647227753888,0.9542247982066168,0.5396922018252902
-0.8599731028144096,-0.6347212241164579,0.7264989665192215,0.5642846077363869,0.05493205028044145,0.037180396973788096,-0.10195328114322355,-0.7334527866279039,-0.5168618508587507,0.16951545523063732,0.24064091407346824,0.4593585761204306,0.12912659506601273,0.6900804511654454,0.08488292620456463,0.3266114056270162,0.02259575105228226,0.15348937328335013
0.7233628590289772,-0.16499350025218396,-0.47706027114126437,-0.13472629361928964,-0.03567113324441137,-0.7774268660496327,-0.040907516908107185,0.3342032492512612,-0.6035210444448394,0.3573199950395775,-0.05710003698512511,-0.031779003057414434,-0.19156081309019282,-0.03690114287686565,-0.41416012537266295,0.52064278969493,-0.39444544381618807,-0.6609868361240476
1.0750122968800324,-0.44742571751744975,-0.6475333810305328,-0.6656347022032009,-0.13640327269822997,0.46238850572720186,0.3307780700364484,-0.04225593233879226,-0.46944470276392763,-0.6959331153409355,0.1084504585460572,0.24665129858751933,0.09070576667785932,-0.8924223965345668,0.27495237734753797,-0.9480601208739744,0.43433150811518484,0.18468619892929844
-0.4305479687219707,0.1036162774442907,-0.6118810206056554,-0.41359033102917775,-0.09843603983575236,0.49302717866877693,0.35183939534100334,-0.5586029965119789,-0.6022666486822522,-0.12299266982014495,0.21902732244300024,0.5028995670707739,0.141852676702686,-0.5450223954087486,0.2992068281835867,-0.26903771075927285,0.7691065528754802,0.38184875118132106
-0.40074301191987927,1.0665997395914577,-0.5219562034790697,0.08099328418505575,-0.01597647720624193,0.3786631231206302,0.263928470242557,0.13838828972012007,-0.26540879639705295,1.233060845232822,0.032067239954260515,0.11360086082179485,0.042324109555344394,0.05992378917237635,0.274047733831767,1.3868561661131964,0.44731853681454836,0.2760925279138771
-0.8674817411129344,-0.6402669099036962,1.0553739478917983,1.2979861849204744,0.17332338797402802,-0.4149956216807016,-0.4646819766466694,-0.46293503967181454,-0.27922126791452145,0.34556399074122623,0.17692990299135436,0.2548979975047849,0.10842507091269352,1.5480224187128198,-0.1236525615999109,0.6828107013387996,-0.5790590303522586,-0.03365012633808732
-0.22922458477683982,0.22212498495985405,-0.49611024700957995,-0.3558473693720765,-0.08924317572802537,0.4183014511547103,0.3159260952735829,-0.14440695824047803,-0.5006972990481249,0.16256709491186908,0.08217817399714387,0.24818887020223826,0.0968730403106106,-0.5230755811807626,0.32987315404068823,0.03007400162458618,0.6752480137804896,0.35954937881530347
-0.9052947452723923,-0.8255353832222837,-0.760510464871047,-0.8760962067858117,-0.17022936918211184,0.8363182225402995,0.594465267395797,-1.8931644419734708,-1.2224061713769774,-1.249410126562847,0.5492141615314093,1.063439712111223,0.26578622382495837,-1.6143098687217559,0.5886525126112404,-1.5258056574209218,1.3774867554626378,0.6690687747603218
0.607949419849008,-0.5420467879441794,-0.8851778677936972,-0.7313133774764129,-0.14352896460349426,0.5354365410971463,0.4242498708897211,-0.4469592989017389,-0.830703623324506,-0.8758955563992402,0.2551505705681234,0.5455172557576611,0.10744546207427676,-1.1330029858110784,0.3887424922062834,-1.1343454893045712,0.8185962091888269,0.3415447447549775
-0.7754011970263051,-0.7449185193514356,-0.5707537626638927,-0.11618260536701636,-0.055425049530758254,0.5582420655578245,0.26069739890123894,2.015651955053614,2.7888740561414975,-0.29619948190859396,-0.5387867256241097,-1.872262856000776,-0.26789312185346803,-0.48016965281418,0.4545058044922414,-0.43659556297729857,0.8357574378535257,0.49684996261491854
0.07037471456347312,-0.0970812035471551,-0.31273969419757924,-0.6940247669126303,-0.14474149308796266,0.748481248456489,0.4873697068853996,-0.7752432481877634,-0.1677402858085395,-0.5898676429648199,0.27804517085159086,0.6124338910194802,0.20540568342124954,-1.2295784658972155,0.5099521458865647,-0.8581634812733034,1.0566622907627394,0.5696113573687577
-0.8655696900945747,-0.7244566413002251,-0.13685267609036442,-0.5529524178679038,-0.12224929979649508,0.6564475876549143,0.4204406213765251,-1.36253608229218,-0.3113054219974398,-0.909822049668502,0.42059167738676223,0.7477310815792557,0.22544184205830417,-0.993067300159493,0.4546937134915563,-1.1262953549785708,1.050891685988828,0.5766467303630761
-0.3613589085450128,0.17411807466952858,-0.5222581954748552,-0.34773928848007635,-0.08787168615765606,0.41134785409804314,0.29124104838479264,-0.38555912350511046,-0.4734542514029232,-0.015217542702254212,0.15672570226494156,0.40583513874109445,0.1203889523902605,-0.39432003500403096,0.27837476495538727,-0.13194973523353737,0.5942654095545494,0.28511994588281564
-0.867102350999273,-0.6586346106230684,0.39013559662222014,1.2022870399225087,0.16011193203392704,-0.42182297950941466,-0.4708656895993643,-0.5921928900713118,-0.4708508684133781,0.1989784242158518,0.18409222567148295,0.2896114291500798,0.11854478796068012,1.435373878994777,-0.18990234462856506,0.595435712531795,-0.6010051674802711,-0.1105746141307352
-0.8603003873141412,-0.644408763509109,0.6650586844248833,1.4558430152817048,0.19646167470848377,-0.6841158993696634,-0.6296924831318438,-0.39598807639461964,-0.3279570492589293,0.2939776516480059,0.1513361098459655,0.1747430604638915,0.08762958292692473,1.7531131262873543,-0.2556735043727325,0.741140384236893,-0.8770909287408052,-0.21206475509984501
-0.6678321678518097,-0.6023416028806042,3.3859208859836873,0.6442224890270295,0.062245671984184105,-0.27015545141849795,-0.4904941585412218,0.42182039550877226,2.5465681374657327,0.037364676357903324,-0.2391545105547591,-0.9511739363754068,-0.03424349524429989,0.7486682878058842,0.005724611918629602,-0.05260742208707166,-0.7355379505771307,0.04794167094763993
2.1576229284752326,-0.1636284551680223,-0.19151238318499125,-0.2732136638865244,-0.06767314570950049,-0.20223330770202877,-0.13468320129831576,1.2206790193390598,-0.0984555676892804,-0.11754998516567447,-0.2640026314474409,-0.5011886072590626,-0.05906441147873423,0.3410380339033421,-0.3236609081479114,-0.2892784990394221,-0.9132957067831511,-0.4801885877427712
-0.34453769682135627,0.8408362325440645,-0.42243939460374763,-0.3862466682746091,-0.09433732272315647,0.4716379197370001,0.32312841996106284,-0.7659675280470077,-0.5189499221394106,-0.29932878239078337,0.2762263636729362,0.5229897435418105,0.144689479033232,-0.5390887570845221,0.29591164823164273,-0.1926287350017098,0.6703852289112086,0.3642201356476139
0.13071927020557006,0.38081038952031754,0.08937963655952832,-0.11747388250239318,-0.050254501168956044,-0.040084765517056656,-0.048759786638449966,0.6265987984879934,0.16598757727502164,0.513836089916582,-0.21215062304092558,-0.3022344332606723,-0.0662171459864709,0.23468014632828182,-0.015301523609396142,0.38921029541319163,-0.3427537183236869,-0.10653717660689564
1.8511980209760344,-0.24580603796866843,-0.13793022405016933,-0.3522044722327197,-0.08367030019265594,-0.02587114081078059,-0.027777028138878397,0.8832911546958873,-0.030126646904035406,0.3700338802218785,-0.2122652877363891,-0.3735853491298785,-0.07378029596449552,0.10772301912103095,-0.036599453523349215,0.3002513551026276,-0.7811152094399891,-0.2560749097499313
1.2018065392224506,-0.37120591983580137,-0.5027631454492288,-0.4444951395865384,-0.09006215880521058,-0.031096865849531512,0.025721452594830684,0.4317875887362684,-0.40286784178889157,-0.4366513884544526,-0.05892412014669983,0.1399939419712427,0.0336527163501794,-0.13324853080101998,-0.18032611645886706,-0.6519527069063774,-0.5564014252057501,-0.205603234812263
-0.7809597554662836,-0.5547213684462587,1.762067717517847,0.4031067335052406,0.025008926450300308,0.0830560306842405,-0.17098905971765338,-0.17515571481252987,1.4661959625948915,-0.18985342430369834,0.03259061745993408,-0.4148347889033218,0.04189779421211543,0.3196059527398978,0.17382616088216749,-0.23652911248729047,-0.0920727662305851,0.2617837431513413
-0.15158578785399343,1.7130799415668412,-0.15193729234944942,0.29964113576779583,0.02328448768843177,0.08006664365730541,0.0300516321869168,0.9712139908812074,0.2072322793664336,1.5489989008610536,-0.1987978137345503,-0.35143444704780596,-0.028819982334674747,0.642191204912062,0.018989647110728026,1.7459572609795007,-0.14963413363254846,-0.006768809216697359
0.6236117976641548,-0.5054362222903521,-0.8099670883485591,-0.6406225815061898,-0.1299851243676225,0.3258366118921253,0.31048963993273027,-0.24304293877445368,-0.7653289210347177,-0.7764777955972956,0.19003579629706913,0.4524596251617457,0.09672254359659324,-0.8374697310476034,0.2200527063753252,-1.0226877495717126,0.40357906271051525,0.2261447192640963
-0.8072668700754836,-0.1029383812363586,1.8270124573913702,1.6089476609052071,0.22437211775176272,-0.7903809057420358,-0.7695474608083274,-0.05091080414943392,0.1773985550477962,0.5219709336025532,-0.0005636592099533134,-0.08282334348758633,0.03586301952053863,1.899513393891059,-0.3777173536106128,0.8240434203633599,-1.1181604806130974,-0.32182066752654925
-0.8522806259650961,-0.6072193248683021,-1.1716821692544428,-0.7381195740160583,-0.14221019897930873,0.665142391241415,0.5333364336966984,-1.254528141664118,-1.1509183192256223,-1.0842284168087015,0.43911248782946966,0.8972938995451253,0.2035966312110804,-1.2963369986044055,0.5145516880589623,-1.3122540774102112,1.3392965596643727,0.6026532420628653
