EMAi0.1_1,EMAi0.1_3,EMAd0.1_3,DR_5,EMAd0.01_5,EMAd0.001_6,EMAd0.1_6,|DR|_7,EMAi0.01_7,EMAd0.001_7,EMAd0.1_8,|DR|_10,EMAd0.1_10,DR_11,EMAi0.001_12,EMAi0.01_13,EMAi0.001_14,EMAd0.001_14,EMAd0.1_15,EMAi0.01_16
-0.6068389503862519,-0.12283917881910567,0.7417819721238236,-1.914748950251852,0.5003455456001114,1.7818890693198983,0.10826022014671559,-1.2175470667051858,-0.9644871966531021,1.6645022912111602,0.5300928802963466,-0.43282003608846664,0.6140845091521184,-1.7692403839869537,-1.3848176668542374,-0.9160434627400751,-1.4615860720319598,1.9807570657586797,0.6284096827625029,-0.9832311538267025
-0.7594148149009142,-0.13447211782773114,0.6885221769850582,-2.0863360504290243,0.5142766026345292,1.867018851228586,0.09731271596374133,-1.2868628606892099,-1.1179633881353186,1.6994301220549068,0.5017899293533966,-0.8068646654307989,0.6876391169880179,-1.79206602432634,-1.4313237576155733,-1.3421635872594648,-1.8473421540807275,2.0839639222533424,0.5901800229782852,-1.1582638190587677
-0.13963869753301394,-0.07337402382557966,0.0712766562192897,-0.4426032517365281,0.07498278849071607,0.7247476111939593,-0.09543250002074176,-0.0699047973377274,-0.4491282706304134,0.6692505722586811,0.016668089473883943,0.660183818857318,-0.11066501673353502,-0.8279147693055924,-0.6549019161051853,-0.3292732041064487,-0.580495955985103,0.8500410872602803,-0.16797946359248114,-0.4430698611347694
-0.7349729772189937,-0.10328987768717679,0.5085701313953356,-1.5204947542872418,0.3859893192714058,1.4655695000578572,0.07508756440269969,-0.8339013841485541,-0.84686490071444,1.2505371926680624,0.42042995512545117,-0.7669068544993952,0.6614723611672626,-1.2417803259631774,-1.0347927048817276,-1.1681981232257073,-1.55502071896369,1.6237782503001217,0.4899143949598858,-0.9044368778191753
-0.3387430943327857,-0.1000059195110219,0.4545407068286063,-0.8677274647847304,0.21153542669646305,1.0329017962505767,-0.009759015904664466,-0.48756661472734497,-0.706296711630948,1.0086881073311587,0.38526527989039605,0.2825659310576111,0.02118592014719037,-1.1026783621920264,-0.997284173349698,-0.6072652815181392,-0.981830413991886,1.2058587361749713,0.37865309057110813,-0.7100717552935292
-0.7412753995662636,-0.07035943243498773,0.4253403189060065,-1.2218471301735512,0.2683264585805781,1.2733963237449948,-0.0682802649163421,-0.6124300039928451,-0.6536063956944842,1.0978258666310223,0.35803721572327507,-0.7200106255456235,0.6244190374861316,-1.0115693183389565,-0.7987718162151198,-1.0706236131012945,-1.373511033162884,1.3633695320992616,0.3970475470955322,-0.7227614662478083
-0.5234250910444274,-0.11099752279307631,0.5231692287684844,-1.4754460397066298,0.3752737979606894,1.4436468450549442,0.10482706216510006,-1.0515424906434492,-0.8641836536521776,1.4232336467644648,0.49687896133945697,-0.2741601604158282,0.43246507886199376,-1.5472588253709911,-1.2613839064550685,-0.8539979000124764,-1.34434067575957,1.6345209431351897,0.5515495953243309,-0.8946686067376795
-0.7531431872995905,-0.1349085716120477,0.5912629665988368,-1.608667887537498,0.345504591932336,1.6176409644391412,0.06283516648072526,-0.9888359435788404,-1.1092822761192531,1.5723601235825753,0.5150514887306717,-0.752454711136848,0.652335486395206,-1.5183778024476562,-1.3713259221531615,-1.314596072904452,-1.7489521072720702,1.8001751233009378,0.5855432579469938,-1.1379290501366386
-0.42773431674359164,-0.09293066162301163,0.44253078567076937,-1.1357070201959865,0.3054401845659007,1.1724946003843686,0.01240507572765259,-0.9651338796932267,-0.7096938647931483,1.1968071541173766,0.41899605609482893,-0.06429200391017677,0.2360616630549356,-1.3266685888591683,-1.0289336413241756,-0.7276698126471859,-1.11649333346735,1.3708006936113226,0.4170869677219916,-0.7033930816689623
-0.6793834080356741,-0.07781910936304169,-0.09062730294446228,0.3824901363680666,-0.23429673721412875,-0.20131908479321475,-0.12567560417538948,-0.37264378941171344,-0.7269782486244307,0.8600858730446416,0.1895021932348113,-0.624046823699936,0.5652800013071402,-0.8525185321060682,-0.715665442048197,-0.8166236843129384,-0.578860837633792,-0.36253789350246113,0.3669988709698362,-0.9037180339621277
-0.30991619711146096,-0.05958621722940948,0.22088496721655543,-0.676271296904161,0.14062621625036398,0.7661116571621676,-0.09065723818081284,-0.9638184854846265,-0.44566325304614474,0.7952759424179273,0.2709140538531091,0.014328858833208205,-0.03684272356130847,-1.0257937348628734,-0.6574523614878388,-0.5066929495791681,-0.8053386840967508,0.9661927440460736,0.23761500858757176,-0.4548543833914143
